Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.0,0.010997156246219369,0.0006766991170364252,-0.00033613281844575344,0.011023082711764248
0.004951107810372571,0.010026387078862864,-0.0052758821873384,0.009053724640727035,0.014502872149335478
0.009902215620745142,-0.006461245046950166,0.0004732002224757531,0.01237230431172983,0.013965869825733652
0.014853323431117713,0.032287237134637554,0.005397681400433268,0.038779644197642876,0.0507490044275223
0.019804431241490283,-0.01742972537027934,-0.025058607646183048,0.02763845323134728,0.041177824622848566
0.024755539051862854,0.0039030983331844126,0.03292947691526839,0.04066982913042415,0.05247494285856438
0.029706646862235425,-0.006620319334875296,0.026865760955576762,0.0565396693025618,0.06294705667988747
0.034657754672607996,-0.02539634942170502,-0.018405899178716812,0.061935487622314433,0.06942446481997747
0.03960886248298057,0.00021194327402108883,-0.009321393667681577,0.076733982518977,0.07729836591469426
0.04455997029335314,0.035979337067492206,0.022656865150457044,0.0761236528921813,0.08719321512544148
0.04951107810372571,-0.026758143923644048,-0.024657156153759324,0.09390319579315848,0.10070642380701231
0.05446218591409828,0.0040929025328970995,-0.0013103643026575649,0.10265096599072296,0.10274088633342636
0.05941329372447085,0.00608185759010726,0.013845966537793044,0.11633093142282423,0.11730978384948915
0.06436440153484342,-0.0035281407478731015,0.02417611039606752,0.1096424570995719,0.11233165399766493
0.06931550934521599,-0.008422352880706441,-0.0032620568043489613,0.12216950166138926,0.12250291498096744
0.07426661715558856,0.008896245919592255,-0.013514884794979766,0.12439505551056153,0.1254429158540215
0.07921772496596113,-0.00381685420666109,0.00856638783354593,0.13958064456445265,0.13989534557510375
0.0841688327763337,0.0006893879613587071,-0.008165962761103002,0.1508323002410603,0.15105476159190198
0.08911994058670628,-0.004167016853909569,-0.003929236864502174,0.15964830484085824,0.15975100678980939
0.09407104839707885,0.030625508150800205,0.009198936035434485,0.1552466515237841,0.15850572539509733
0.09902215620745142,-0.03587798992953767,0.0025304181297658218,0.17791572645433373,0.18151484483939256
0.10397326401782399,0.0025824768862138187,0.012068579413947175,0.1773604866799819,0.17778937547361656
0.10892437182819656,-0.02107093405508707,-0.017208370896692665,0.1844258086522573,0.18642154164127864
0.11387547963856913,0.001871355240903968,-0.005391041637488338,0.1935915281881935,0.19367561820377627
0.1188265874489417,-0.007100176635669511,-0.03800191939723321,0.19743646194087358,0.20118577208605368
0.12377769525931427,0.018605595149139995,0.0022488014522377827,0.20869320830312252,0.20953300568329508
0.12872880306968684,0.02593440472922408,-0.025678990914195045,0.2242748447810016,0.22722502046335671
0.13367991088005943,0.037113052926437046,0.01485548268452645,0.22102589717277096,0.22461191260558533
0.13863101869043198,-0.020375308607265753,0.015141767943099824,0.2368491431049168,0.2382056735823422
0.14358212650080454,-0.012655910925355812,-0.0012378235928842914,0.24157005072706111,0.24190451359342705
0.14853323431117713,-0.0024065821852313173,0.022342890367662457,0.25603182941710384,0.257016135801752
0.1534843421215497,0.013526471065448076,0.009694245278257315,0.2475604874331727,0.24811920270134166
